dolphin_id,dolphin_id,,dolphin_id_old_key,dolphin_id,dryad_id
232,FRE,,,,
557,RID,,,,
231,FRA,,,,
720,WOF,,,,
179,DNG,,,,
531,PUC,,,,
487,PEG,,,,
494,PIC,,,,
554,RHO,,,,
354,KIY,,,,
624,SRY,,,,
375,LEN,,,,
730,YAD,,,,
92,BUD,,,,
127,CLV,,,,
62,BLE,,,,
76,BNI,,,,
408,MIG,,,,
181,DOD,,,,
354,KIY,,,,
462,NOO,,,,
56,BIG,,,,
232,FRE,,,,
171,DEM,,,,
584,SEQ,,,,
587,SHC,,,,
181,DOD,,,,
275,GUP,,,,
408,MIG,,,,
127,CLV,,,,
62,BLE,,,,
454,NIC,,,,
531,PUC,,,,
494,PIC,,,,
198,EDE,,,,
378,LIC,,,,
630,SUR,,,,
624,SRY,,,,
605,SLV,,,,
493,PHO,,,,
56,BIG,,,,
232,FRE,,,,
601,SLI,,,,
557,RID,,,,
531,PUC,,,,
378,LIC,,,,
487,PEG,,,,
494,PIC,,,,
587,SHC,,,,
354,KIY,,,,
730,YAD,,,,
198,EDE,,,,
730,YAD,,,,
626,STA,,,,
92,BUD,,,,
198,EDE,,,,
735,ZEP,,,,
484,PCT,,,,
426,MRS,,,,
494,PIC,,,,
30,ASN,,,,
353,KIT,,,,
163,DAL,,,,
73,BMT,,,,
156,CYA,,,,
275,GUP,,,,
625,SSH,,,,
420,MOO,,,,
505,PLU,,,,
493,PHO,,,,
198,EDE,,,,
531,PUC,,,,
484,PCT,,,,
730,YAD,,,,
426,MRS,,,,
487,PEG,,,,
354,KIY,,,,
626,STA,,,,
709,WHN,,,,
344,JUM,,,,
63,BLI,,,,
737,ZIP,,,,
487,PEG,,,,
595,SKF,,,,
88,BSS,,,,
730,YAD,,,,
719,WNG,,,,
708,WHL,,,,
550,REA,,,,
509,POI,,,,
512,POO,,,,
655,TOL,,,,
136,COO,,,,
677,URC,,,,
341,JSE,,,,
281,HED,,,,
609,SMO,,,,
368,LAN,,,,
408,MIG,,,,
409,MIN,,,,
630,SUR,,,,
609,SMO,,,,
368,LAN,,,,
531,PUC,,,,
587,SHC,,,,
354,KIY,,,,
409,MIN,,,,
595,SKF,,,,
487,PEG,,,,
609,SMO,,,,
341,JSE,,,,
494,PIC,,,,
198,EDE,,,,
531,PUC,,,,
454,NIC,,,,
354,KIY,,,,
587,SHC,,,,
531,PUC,,,,
487,PEG,,,,
494,PIC,,,,
587,SHC,,,,
426,MRS,,,,
554,RHO,,,,
354,KIY,,,,
624,SRY,,,,
92,BUD,,,,
198,EDE,,,,
626,STA,,,,
454,NIC,,,,
354,KIY,,,,
198,EDE,,,,
587,SHC,,,,
354,KIY,,,,
730,YAD,,,,
198,EDE,,,,
737,ZIP,,,,
136,COO,,,,
609,SMO,,,,
368,LAN,,,,
677,URC,,,,
341,JSE,,,,
281,HED,,,,
626,STA,,,,
92,BUD,,,,
30,ASN,,,,
354,KIY,,,,
582,SCT,,,,
296,HRA,,,,
359,KOK,,,,
572,SAS,,,,
535,PZL,,,,
171,DEM,,,,
181,DOD,,,,
275,GUP,,,,
102,BYT,,,,
156,CYA,,,,
75,BNG,,,,
578,SCA,,,,
122,CLA,,,,
634,SYL,,,,
630,SUR,,,,
368,LAN,,,,
487,PEG,,,,
354,KIY,,,,
595,SKF,,,,
493,PHO,,,,
554,RHO,,,,
378,LIC,,,,
487,PEG,,,,
354,KIY,,,,
735,ZEP,,,,
280,HBB,,,,
454,NIC,,,,
15,AMP,,,,
712,WHT,,,,
421,MOU,,,,
624,SRY,,,,
587,SHC,,,,
426,MRS,,,,
624,SRY,,,,
275,GUP,,,,
737,ZIP,,,,
720,WOF,,,,
88,BSS,,,,
735,ZEP,,,,
375,LEN,,,,
198,EDE,,,,
595,SKF,,,,
541,RAE,,,,
626,STA,,,,
196,ECO,,,,
408,MIG,,,,
283,HFF,,,,
550,REA,,,,
509,POI,,,,
136,COO,,,,
677,URC,,,,
281,HED,,,,
334,JNG,,,,
308,INI,,,,
354,KIY,,,,
181,DOD,,,,
378,LIC,,,,
595,SKF,,,,
283,HFF,,,,
88,BSS,,,,
220,FID,,,,
338,JOY,,,,
737,ZIP,,,,
720,WOF,,,,
735,ZEP,,,,
343,JUI,,,,
375,LEN,,,,
198,EDE,,,,
494,PIC,,,,
531,PUC,,,,
487,PEG,,,,
554,RHO,,,,
730,YAD,,,,
587,SHC,,,,
624,SRY,,,,
630,SUR,,,,
554,RHO,,,,
587,SHC,,,,
181,DOD,,,,
368,LAN,,,,
426,MRS,,,,
29,ASH,,,,
353,KIT,,,,
683,VBE,,,,
567,RSH,,,,
181,DOD,,,,
75,BNG,,,,
601,SLI,,,,
604,SLT,,,,
80,BOM,,,,
335,JNI,,,,
668,TUL,,,,
620,SPO,,,,
268,GRG,,,,
606,SMB,,,,
7,ALA,,,,
316,JAL,,,,
347,KAI,,,,
391,LUG,,,,
57,BIN,,,,
531,PUC,,,,
630,SUR,,,,
378,LIC,,,,
494,PIC,,,,
587,SHC,,,,
354,KIY,,,,
730,YAD,,,,
92,BUD,,,,
308,INI,,,,
595,SKF,,,,
375,LEN,,,,
283,HFF,,,,
378,LIC,,,,
720,WOF,,,,
88,BSS,,,,
735,ZEP,,,,
198,EDE,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
557,RID,,,,
737,ZIP,,,,
63,BLI,,,,
34,BAD,,,,
240,FUF,,,,
136,COO,,,,
677,URC,,,,
281,HED,,,,
193,DUR,,,,
641,TAW,,,,
709,WHN,,,,
20,APO,,,,
255,GHL,,,,
76,BNI,,,,
550,REA,,,,
509,POI,,,,
334,JNG,,,,
624,SRY,,,,
626,STA,,,,
92,BUD,,,,
381,LIP,,,,
609,SMO,,,,
368,LAN,,,,
624,SRY,,,,
181,DOD,,,,
620,SPO,,,,
730,YAD,,,,
198,EDE,,,,
75,BNG,,,,
665,TTM,,,,
353,KIT,,,,
542,RAG,,,,
30,ASN,,,,
487,PEG,,,,
587,SHC,,,,
494,PIC,,,,
630,SUR,,,,
308,INI,,,,
531,PUC,,,,
454,NIC,,,,
587,SHC,,,,
354,KIY,,,,
624,SRY,,,,
381,LIP,,,,
609,SMO,,,,
75,BNG,,,,
378,LIC,,,,
737,ZIP,,,,
720,WOF,,,,
30,ASN,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
283,HFF,,,,
454,NIC,,,,
494,PIC,,,,
531,PUC,,,,
92,BUD,,,,
308,INI,,,,
730,YAD,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
493,PHO,,,,
381,LIP,,,,
283,HFF,,,,
462,NOO,,,,
163,DAL,,,,
118,CHS,,,,
219,FEA,,,,
630,SUR,,,,
626,STA,,,,
92,BUD,,,,
605,SLV,,,,
428,MSC,,,,
368,LAN,,,,
609,SMO,,,,
426,MRS,,,,
624,SRY,,,,
109,CEB,,,,
308,INI,,,,
531,PUC,,,,
421,MOU,,,,
487,PEG,,,,
368,LAN,,,,
426,MRS,,,,
624,SRY,,,,
609,SMO,,,,
587,SHC,,,,
171,DEM,,,,
381,LIP,,,,
92,BUD,,,,
626,STA,,,,
231,FRA,,,,
414,MNK,,,,
304,IBX,,,,
732,YOB,,,,
599,SKW,,,,
738,ZOE,,,,
192,DUN,,,,
267,GRF,,,,
102,BYT,,,,
181,DOD,,,,
717,WLV,,,,
428,MSC,,,,
568,RSO,,,,
595,SKF,,,,
283,HFF,,,,
183,DOM,,,,
487,PEG,,,,
630,SUR,,,,
595,SKF,,,,
626,STA,,,,
88,BSS,,,,
283,HFF,,,,
587,SHC,,,,
586,SHB,,,,
161,DAG,,,,
380,LIN,,,,
493,PHO,,,,
542,RAG,,,,
102,BYT,,,,
469,OLI,,,,
454,NIC,,,,
641,TAW,,,,
514,POU,,,,
428,MSC,,,,
232,FRE,,,,
540,RAD,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
39,BAR,,,,
56,BIG,,,,
138,COR,,,,
363,KRO,,,,
461,NOG,,,,
511,PON,,,,
306,IMP,,,,
179,DNG,,,,
170,DEE,,,,
537,QUA,,,,
407,MID,,,,
683,VBE,,,,
419,MOG,,,,
179,DNG,,,,
609,SMO,,,,
531,PUC,,,,
368,LAN,,,,
308,INI,,,,
181,DOD,,,,
542,RAG,,,,
462,NOO,,,,
601,SLI,,,,
138,COR,,,,
156,CYA,,,,
408,MIG,,,,
75,BNG,,,,
158,CYR,,,,
171,DEM,,,,
719,WNG,,,,
709,WHN,,,,
343,JUI,,,,
630,SUR,,,,
354,KIY,,,,
487,PEG,,,,
158,CYR,,,,
171,DEM,,,,
656,TOQ,,,,
160,CZA,,,,
556,RIC,,,,
265,GRB,,,,
607,SME,,,,
203,ELW,,,,
315,JAK,,,,
118,CHS,,,,
92,BUD,,,,
354,KIY,,,,
487,PEG,,,,
587,SHC,,,,
426,MRS,,,,
554,RHO,,,,
720,WOF,,,,
735,ZEP,,,,
595,SKF,,,,
624,SRY,,,,
381,LIP,,,,
487,PEG,,,,
494,PIC,,,,
354,KIY,,,,
720,WOF,,,,
88,BSS,,,,
343,JUI,,,,
626,STA,,,,
198,EDE,,,,
381,LIP,,,,
338,JOY,,,,
338,JOY,,,,
511,PON,,,,
537,QUA,,,,
407,MID,,,,
675,ULY,,,,
304,IBX,,,,
382,LIT,,,,
2,ABC,,,,
445,NAP,,,,
90,BTS,,,,
381,LIP,,,,
550,REA,,,,
509,POI,,,,
737,ZIP,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
720,WOF,,,,
735,ZEP,,,,
343,JUI,,,,
375,LEN,,,,
730,YAD,,,,
198,EDE,,,,
283,HFF,,,,
719,WNG,,,,
709,WHN,,,,
531,PUC,,,,
494,PIC,,,,
308,INI,,,,
354,KIY,,,,
198,EDE,,,,
494,PIC,,,,
537,QUA,,,,
554,RHO,,,,
626,STA,,,,
92,BUD,,,,
487,PEG,,,,
88,BSS,,,,
735,ZEP,,,,
630,SUR,,,,
354,KIY,,,,
505,PLU,,,,
569,RSP,,,,
102,BYT,,,,
587,SHC,,,,
368,LAN,,,,
531,PUC,,,,
308,INI,,,,
619,SPN,,,,
34,BAD,,,,
511,PON,,,,
407,MID,,,,
145,CRP,,,,
429,MSL,,,,
255,GHL,,,,
25,ARN,,,,
304,IBX,,,,
730,YAD,,,,
531,PUC,,,,
494,PIC,,,,
426,MRS,,,,
624,SRY,,,,
530,PUB,,,,
163,DAL,,,,
469,OLI,,,,
454,NIC,,,,
550,REA,,,,
244,GAF,,,,
317,JAS,,,,
493,PHO,,,,
116,CHL,,,,
174,DIG,,,,
354,KIY,,,,
630,SUR,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
557,RID,,,,
369,LAS,,,,
408,MIG,,,,
677,URC,,,,
168,DCR,,,,
220,FID,,,,
678,URP,,,,
110,CED,,,,
619,SPN,,,,
729,WYL,,,,
630,SUR,,,,
624,SRY,,,,
626,STA,,,,
92,BUD,,,,
531,PUC,,,,
494,PIC,,,,
354,KIY,,,,
730,YAD,,,,
308,INI,,,,
454,NIC,,,,
587,SHC,,,,
199,EDG,,,,
49,BEE,,,,
156,CYA,,,,
461,NOG,,,,
605,SLV,,,,
70,BLY,,,,
426,MRS,,,,
179,DNG,,,,
709,WHN,,,,
308,INI,,,,
454,NIC,,,,
494,PIC,,,,
354,KIY,,,,
730,YAD,,,,
626,STA,,,,
92,BUD,,,,
531,PUC,,,,
136,COO,,,,
609,SMO,,,,
677,URC,,,,
70,BLY,,,,
426,MRS,,,,
368,LAN,,,,
30,ASN,,,,
64,BLK,,,,
469,OLI,,,,
163,DAL,,,,
605,SLV,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
696,WAB,,,,
519,PRI,,,,
446,NAT,,,,
557,RID,,,,
382,LIT,,,,
124,CLI,,,,
137,COP,,,,
217,FCN,,,,
410,MIS,,,,
550,REA,,,,
124,CLI,,,,
137,COP,,,,
601,SLI,,,,
572,SAS,,,,
683,VBE,,,,
605,SLV,,,,
530,PUB,,,,
80,BOM,,,,
579,SCH,,,,
638,TAM,,,,
620,SPO,,,,
593,SIT,,,,
395,MAR,,,,
308,INI,,,,
531,PUC,,,,
368,LAN,,,,
630,SUR,,,,
635,TAF,,,,
513,POS,,,,
181,DOD,,,,
30,ASN,,,,
419,MOG,,,,
306,IMP,,,,
536,PZZ,,,,
691,VIX,,,,
412,MLO,,,,
377,LGO,,,,
534,PWE,,,,
672,TYP,,,,
135,COM,,,,
567,RSH,,,,
637,TAL,,,,
624,SRY,,,,
274,GUM,,,,
461,NOG,,,,
493,PHO,,,,
503,PLA,,,,
705,WEL,,,,
51,BES,,,,
517,PRC,,,,
518,PRE,,,,
193,DUR,,,,
613,SNW,,,,
151,CUM,,,,
146,CRS,,,,
340,JRN,,,,
175,DIL,,,,
398,MCY,,,,
276,GUS,,,,
551,REG,,,,
645,TDT,,,,
427,MRY,,,,
480,PAB,,,,
592,SIS,,,,
639,TAS,,,,
93,BUI,,,,
529,PTS,,,,
120,CII,,,,
83,BRE,,,,
226,FNT,,,,
531,PUC,,,,
494,PIC,,,,
92,BUD,,,,
308,INI,,,,
587,SHC,,,,
606,SMB,,,,
620,SPO,,,,
368,LAN,,,,
138,COR,,,,
677,URC,,,,
531,PUC,,,,
354,KIY,,,,
730,YAD,,,,
308,INI,,,,
92,BUD,,,,
626,STA,,,,
92,BUD,,,,
344,JUM,,,,
171,DEM,,,,
136,COO,,,,
677,URC,,,,
609,SMO,,,,
368,LAN,,,,
531,PUC,,,,
487,PEG,,,,
595,SKF,,,,
88,BSS,,,,
308,INI,,,,
638,TAM,,,,
584,SEQ,,,,
535,PZL,,,,
443,MYS,,,,
75,BNG,,,,
102,BYT,,,,
259,GMP,,,,
29,ASH,,,,
64,BLK,,,,
513,POS,,,,
358,KOA,,,,
10,ALO,,,,
635,TAF,,,,
268,GRG,,,,
620,SPO,,,,
531,PUC,,,,
220,FID,,,,
231,FRA,,,,
241,FUG,,,,
2,ABC,,,,
5,AGA,,,,
122,CLA,,,,
595,SKF,,,,
720,WOF,,,,
624,SRY,,,,
668,TUL,,,,
631,SVD,,,,
531,PUC,,,,
354,KIY,,,,
308,INI,,,,
494,PIC,,,,
626,STA,,,,
92,BUD,,,,
587,SHC,,,,
11,ALT,,,,
164,DAN,,,,
650,TIG,,,,
563,RNG,,,,
127,CLV,,,,
381,LIP,,,,
626,STA,,,,
382,LIT,,,,
157,CYP,,,,
492,PHD,,,,
691,VIX,,,,
698,WAM,,,,
513,POS,,,,
635,TAF,,,,
587,SHC,,,,
147,CRV,,,,
370,LAT,,,,
421,MOU,,,,
686,VEE,,,,
428,MSC,,,,
6,AJA,,,,
2,ABC,,,,
619,SPN,,,,
289,HLR,,,,
439,MUT,,,,
17,ANT,,,,
724,WOR,,,,
602,SLN,,,,
25,ARN,,,,
21,APS,,,,
155,CVR,,,,
216,FAU,,,,
210,EVI,,,,
395,MAR,,,,
229,FOE,,,,
695,VRG,,,,
77,BOG,,,,
494,PIC,,,,
15,AMP,,,,
107,CCO,,,,
568,RSO,,,,
680,UVE,,,,
382,LIT,,,,
421,MOU,,,,
127,CLV,,,,
118,CHS,,,,
211,EXF,,,,
7,ALA,,,,
391,LUG,,,,
163,DAL,,,,
530,PUB,,,,
317,JAS,,,,
275,GUP,,,,
511,PON,,,,
537,QUA,,,,
407,MID,,,,
696,WAB,,,,
446,NAT,,,,
462,NOO,,,,
519,PRI,,,,
697,WAC,,,,
64,BLK,,,,
161,DAG,,,,
70,BLY,,,,
380,LIN,,,,
426,MRS,,,,
345,JUP,,,,
357,KNG,,,,
225,FNS,,,,
195,DZL,,,,
490,PGP,,,,
420,MOO,,,,
461,NOG,,,,
546,RBD,,,,
353,KIT,,,,
249,GDO,,,,
66,BLN,,,,
233,FRG,,,,
102,BYT,,,,
462,NOO,,,,
446,NAT,,,,
696,WAB,,,,
531,PUC,,,,
308,INI,,,,
494,PIC,,,,
587,SHC,,,,
630,SUR,,,,
494,PIC,,,,
354,KIY,,,,
531,PUC,,,,
308,INI,,,,
274,GUM,,,,
420,MOO,,,,
501,PKA,,,,
531,PUC,,,,
308,INI,,,,
620,SPO,,,,
72,BMN,,,,
603,SLO,,,,
47,BDT,,,,
698,WAM,,,,
581,SCS,,,,
631,SVD,,,,
668,TUL,,,,
531,PUC,,,,
354,KIY,,,,
308,INI,,,,
609,SMO,,,,
56,BIG,,,,
232,FRE,,,,
557,RID,,,,
487,PEG,,,,
697,WAC,,,,
116,CHL,,,,
641,TAW,,,,
554,RHO,,,,
354,KIY,,,,
385,LNS,,,,
494,PIC,,,,
638,TAM,,,,
286,HIC,,,,
64,BLK,,,,
280,HBB,,,,
36,BAK,,,,
70,BLY,,,,
572,SAS,,,,
635,TAF,,,,
442,MYR,,,,
343,JUI,,,,
626,STA,,,,
56,BIG,,,,
232,FRE,,,,
557,RID,,,,
240,FUF,,,,
382,LIT,,,,
731,YEL,,,,
707,WHE,,,,
39,BAR,,,,
199,EDG,,,,
62,BLE,,,,
557,RID,,,,
494,PIC,,,,
426,MRS,,,,
624,SRY,,,,
626,STA,,,,
92,BUD,,,,
719,WNG,,,,
338,JOY,,,,
198,EDE,,,,
283,HFF,,,,
381,LIP,,,,
63,BLI,,,,
39,BAR,,,,
661,TRY,,,,
56,BIG,,,,
232,FRE,,,,
729,WYL,,,,
519,PRI,,,,
6,AJA,,,,
446,NAT,,,,
511,PON,,,,
79,BOL,,,,
481,PAS,,,,
170,DEE,,,,
382,LIT,,,,
537,QUA,,,,
407,MID,,,,
421,MOU,,,,
2,ABC,,,,
5,AGA,,,,
255,GHL,,,,
109,CEB,,,,
667,TUK,,,,
30,ASN,,,,
343,JUI,,,,
375,LEN,,,,
160,CZA,,,,
556,RIC,,,,
378,LIC,,,,
88,BSS,,,,
487,PEG,,,,
554,RHO,,,,
531,PUC,,,,
494,PIC,,,,
595,SKF,,,,
354,KIY,,,,
308,INI,,,,
542,RAG,,,,
73,BMT,,,,
156,CYA,,,,
625,SSH,,,,
275,GUP,,,,
102,BYT,,,,
469,OLI,,,,
461,NOG,,,,
656,TOQ,,,,
181,DOD,,,,
359,KOK,,,,
193,DUR,,,,
543,RAP,,,,
624,SRY,,,,
626,STA,,,,
92,BUD,,,,
381,LIP,,,,
550,REA,,,,
306,IMP,,,,
203,ELW,,,,
265,GRB,,,,
603,SLO,,,,
585,SEV,,,,
315,JAK,,,,
683,VBE,,,,
308,INI,,,,
531,PUC,,,,
181,DOD,,,,
601,SLI,,,,
605,SLV,,,,
625,SSH,,,,
264,GRA,,,,
163,DAL,,,,
530,PUB,,,,
156,CYA,,,,
354,KIY,,,,
638,TAM,,,,
296,HRA,,,,
280,HBB,,,,
604,SLT,,,,
286,HIC,,,,
264,GRA,,,,
316,JAL,,,,
347,KAI,,,,
359,KOK,,,,
275,GUP,,,,
163,DAL,,,,
57,BIN,,,,
567,RSH,,,,
75,BNG,,,,
259,GMP,,,,
353,KIT,,,,
353,KIT,,,,
75,BNG,,,,
462,NOO,,,,
203,ELW,,,,
315,JAK,,,,
160,CZA,,,,
556,RIC,,,,
181,DOD,,,,
567,RSH,,,,
603,SLO,,,,
656,TOQ,,,,
626,STA,,,,
88,BSS,,,,
587,SHC,,,,
56,BIG,,,,
557,RID,,,,
39,BAR,,,,
92,BUD,,,,
102,BYT,,,,
609,SMO,,,,
308,INI,,,,
354,KIY,,,,
454,NIC,,,,
595,SKF,,,,
494,PIC,,,,
531,PUC,,,,
420,MOO,,,,
353,KIT,,,,
542,RAG,,,,
201,EED,,,,
724,WOR,,,,
317,JAS,,,,
601,SLI,,,,
605,SLV,,,,
156,CYA,,,,
304,IBX,,,,
719,WNG,,,,
302,HYR,,,,
665,TTM,,,,
338,JOY,,,,
737,ZIP,,,,
720,WOF,,,,
735,ZEP,,,,
375,LEN,,,,
378,LIC,,,,
243,GAB,,,,
6,AJA,,,,
192,DUN,,,,
510,POL,,,,
130,COC,,,,
683,VBE,,,,
469,OLI,,,,
724,WOR,,,,
668,TUL,,,,
361,KRI,,,,
495,PIK,,,,
370,LAT,,,,
442,MYR,,,,
686,VEE,,,,
725,WOW,,,,
269,GRI,,,,
512,POO,,,,
603,SLO,,,,
672,TYP,,,,
135,COM,,,,
326,JIM,,,,
519,PRI,,,,
299,HRV,,,,
250,GEG,,,,
104,CAD,,,,
637,TAL,,,,
75,BNG,,,,
181,DOD,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
171,DEM,,,,
469,OLI,,,,
419,MOG,,,,
353,KIT,,,,
138,COR,,,,
462,NOO,,,,
274,GUM,,,,
259,GMP,,,,
665,TTM,,,,
481,PAS,,,,
557,RID,,,,
421,MOU,,,,
264,GRA,,,,
530,PUB,,,,
49,BEE,,,,
73,BMT,,,,
156,CYA,,,,
493,PHO,,,,
275,GUP,,,,
271,GRV,,,,
79,BOL,,,,
481,PAS,,,,
368,LAN,,,,
677,URC,,,,
109,CEB,,,,
512,POO,,,,
655,TOL,,,,
136,COO,,,,
609,SMO,,,,
683,VBE,,,,
625,SSH,,,,
542,RAG,,,,
102,BYT,,,,
102,BYT,,,,
487,PEG,,,,
554,RHO,,,,
630,SUR,,,,
601,SLI,,,,
286,HIC,,,,
462,NOO,,,,
266,GRC,,,,
668,TUL,,,,
161,DAG,,,,
70,BLY,,,,
380,LIN,,,,
505,PLU,,,,
171,DEM,,,,
569,RSP,,,,
490,PGP,,,,
587,SHC,,,,
609,SMO,,,,
677,URC,,,,
88,BSS,,,,
511,PON,,,,
537,QUA,,,,
407,MID,,,,
181,DOD,,,,
102,BYT,,,,
546,RBD,,,,
630,SUR,,,,
487,PEG,,,,
554,RHO,,,,
354,KIY,,,,
70,BLY,,,,
136,COO,,,,
368,LAN,,,,
426,MRS,,,,
181,DOD,,,,
102,BYT,,,,
75,BNG,,,,
306,IMP,,,,
274,GUM,,,,
181,DOD,,,,
181,DOD,,,,
630,SUR,,,,
624,SRY,,,,
421,MOU,,,,
391,LUG,,,,
378,LIC,,,,
587,SHC,,,,
181,DOD,,,,
359,KOK,,,,
73,BMT,,,,
625,SSH,,,,
275,GUP,,,,
542,RAG,,,,
171,DEM,,,,
102,BYT,,,,
550,REA,,,,
136,COO,,,,
609,SMO,,,,
368,LAN,,,,
677,URC,,,,
419,MOG,,,,
102,BYT,,,,
630,SUR,,,,
591,SHV,,,,
724,WOR,,,,
118,CHS,,,,
80,BOM,,,,
102,BYT,,,,
454,NIC,,,,
551,REG,,,,
113,CHC,,,,
710,WHO,,,,
51,BES,,,,
120,CII,,,,
353,KIT,,,,
626,STA,,,,
92,BUD,,,,
308,INI,,,,
381,LIP,,,,
569,RSP,,,,
317,JAS,,,,
505,PLU,,,,
585,SEV,,,,
61,BLB,,,,
163,DAL,,,,
359,KOK,,,,
56,BIG,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
537,QUA,,,,
487,PEG,,,,
554,RHO,,,,
511,PON,,,,
587,SHC,,,,
595,SKF,,,,
296,HRA,,,,
368,LAN,,,,
317,JAS,,,,
530,PUB,,,,
625,SSH,,,,
57,BIN,,,,
729,WYL,,,,
34,BAD,,,,
667,TUK,,,,
382,LIT,,,,
125,CLO,,,,
14,AMO,,,,
641,TAW,,,,
145,CRP,,,,
661,TRY,,,,
54,BHM,,,,
486,PDT,,,,
51,BES,,,,
120,CII,,,,
146,CRS,,,,
234,FRL,,,,
32,ATH,,,,
240,FUF,,,,
590,SHO,,,,
243,GAB,,,,
510,POL,,,,
20,APO,,,,
255,GHL,,,,
166,DBT,,,,
514,POU,,,,
705,WEL,,,,
353,KIT,,,,
461,NOG,,,,
601,SLI,,,,
505,PLU,,,,
266,GRC,,,,
569,RSP,,,,
67,BLO,,,,
130,COC,,,,
607,SME,,,,
421,MOU,,,,
624,SRY,,,,
626,STA,,,,
92,BUD,,,,
381,LIP,,,,
454,NIC,,,,
353,KIT,,,,
587,SHC,,,,
494,PIC,,,,
308,INI,,,,
280,HBB,,,,
148,CSK,,,,
303,IBL,,,,
279,HAT,,,,
298,HRS,,,,
513,POS,,,,
534,PWE,,,,
57,BIN,,,,
347,KAI,,,,
512,POO,,,,
655,TOL,,,,
160,CZA,,,,
556,RIC,,,,
265,GRB,,,,
484,PCT,,,,
628,SUM,,,,
296,HRA,,,,
494,PIC,,,,
531,PUC,,,,
198,EDE,,,,
308,INI,,,,
283,HFF,,,,
550,REA,,,,
368,LAN,,,,
426,MRS,,,,
624,SRY,,,,
554,RHO,,,,
343,JUI,,,,
626,STA,,,,
630,SUR,,,,
88,BSS,,,,
171,DEM,,,,
198,EDE,,,,
283,HFF,,,,
568,RSO,,,,
457,NIR,,,,
137,COP,,,,
166,DBT,,,,
243,GAB,,,,
255,GHL,,,,
510,POL,,,,
544,RAS,,,,
34,BAD,,,,
63,BLI,,,,
618,SPF,,,,
240,FUF,,,,
344,JUM,,,,
699,WAN,,,,
680,UVE,,,,
32,ATH,,,,
164,DAN,,,,
650,TIG,,,,
563,RNG,,,,
481,PAS,,,,
487,PEG,,,,
511,PON,,,,
407,MID,,,,
537,QUA,,,,
193,DUR,,,,
519,PRI,,,,
363,KRO,,,,
493,PHO,,,,
696,WAB,,,,
446,NAT,,,,
491,PHA,,,,
461,NOG,,,,
454,NIC,,,,
634,SYL,,,,
494,PIC,,,,
136,COO,,,,
677,URC,,,,
354,KIY,,,,
39,BAR,,,,
454,NIC,,,,
587,SHC,,,,
92,BUD,,,,
232,FRE,,,,
30,ASN,,,,
353,KIT,,,,
542,RAG,,,,
232,FRE,,,,
181,DOD,,,,
17,ANT,,,,
171,DEM,,,,
163,DAL,,,,
542,RAG,,,,
359,KOK,,,,
391,LUG,,,,
271,GRV,,,,
296,HRA,,,,
696,WAB,,,,
519,PRI,,,,
491,PHA,,,,
198,EDE,,,,
283,HFF,,,,
665,TTM,,,,
343,JUI,,,,
375,LEN,,,,
735,ZEP,,,,
719,WNG,,,,
338,JOY,,,,
720,WOF,,,,
88,BSS,,,,
626,STA,,,,
92,BUD,,,,
614,SOG,,,,
665,TTM,,,,
354,KIY,,,,
136,COO,,,,
677,URC,,,,
609,SMO,,,,
193,DUR,,,,
685,VEC,,,,
543,RAP,,,,
568,RSO,,,,
618,SPF,,,,
39,BAR,,,,
56,BIG,,,,
557,RID,,,,
34,BAD,,,,
240,FUF,,,,
699,WAN,,,,
137,COP,,,,
255,GHL,,,,
76,BNI,,,,
408,MIG,,,,
127,CLV,,,,
295,HPP,,,,
366,KWI,,,,
83,BRE,,,,
15,AMP,,,,
423,MRA,,,,
54,BHM,,,,
440,MYA,,,,
28,ASD,,,,
591,SHV,,,,
181,DOD,,,,
378,LIC,,,,
630,SUR,,,,
587,SHC,,,,
696,WAB,,,,
519,PRI,,,,
446,NAT,,,,
511,PON,,,,
481,PAS,,,,
537,QUA,,,,
667,TUK,,,,
353,KIT,,,,
454,NIC,,,,
531,PUC,,,,
630,SUR,,,,
494,PIC,,,,
595,SKF,,,,
308,INI,,,,
591,SHV,,,,
242,FUT,,,,
354,KIY,,,,
587,SHC,,,,
29,ASH,,,,
368,LAN,,,,
426,MRS,,,,
530,PUB,,,,
391,LUG,,,,
466,NYM,,,,
461,NOG,,,,
359,KOK,,,,
73,BMT,,,,
156,CYA,,,,
275,GUP,,,,
493,PHO,,,,
534,PWE,,,,
296,HRA,,,,
385,LNS,,,,
335,JNI,,,,
300,HUB,,,,
546,RBD,,,,
493,PHO,,,,
259,GMP,,,,
147,CRV,,,,
462,NOO,,,,
75,BNG,,,,
132,COI,,,,
171,DEM,,,,
181,DOD,,,,
308,INI,,,,
591,SHV,,,,
378,LIC,,,,
56,BIG,,,,
232,FRE,,,,
454,NIC,,,,
487,PEG,,,,
494,PIC,,,,
